Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2379.844,1013305,33.76,14991,1875.95
astar,true,7837.657,2946912,98.19,14991,909.00
bfs,true,3578.025,2962820,98.72,14991,2233.30
dfs,true,1332.749,1084529,36.14,14991,1473.62
wallFollower,true,3526.206,3846190,128.15,14991,2152.39
dijkstra,false,3865.083,1588165,51.69,23593,1806.44
astar,false,8981.222,2998377,97.58,11787,1322.45
bfs,false,3670.015,3015720,98.15,11787,2223.45
dfs,false,1784.376,1502028,48.88,41021,1438.83
wallFollower,false,2536.563,2519466,81.99,232880,2069.34
