Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4341.403,1788541,47.30,16901,2817.27
astar,true,9955.626,3688282,97.54,16901,2014.92
bfs,true,4345.063,3715969,98.27,16901,1888.16
dfs,true,1508.379,1278577,33.81,16901,1616.00
wallFollower,true,4204.132,5021473,132.80,16901,3300.94
dijkstra,false,3961.023,1653893,42.72,23943,1589.32
astar,false,11321.008,3810297,98.43,13922,2430.19
bfs,false,4535.938,3823166,98.76,13922,2559.54
dfs,false,1876.390,1620834,41.87,33381,1963.56
wallFollower,false,4147.225,4411118,113.95,288090,3746.03
