Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3431.537,1525551,60.27,13810,1203.07
astar,true,6606.319,2471316,97.63,13810,1293.84
bfs,true,2789.469,2485083,98.18,13810,1978.61
dfs,true,1606.054,1361750,53.80,13810,1440.43
wallFollower,true,2038.175,2351196,92.89,13810,1397.10
dijkstra,false,4158.478,1577279,60.87,19096,1723.35
astar,false,7494.202,2533366,97.77,10366,1387.77
bfs,false,3198.246,2549065,98.37,10366,2576.03
dfs,false,1459.056,1180840,45.57,22993,1457.41
wallFollower,false,2745.966,2819393,108.80,199740,1843.56
