Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2165.65,4428510,98.41,18813,982.59
astar,true,2006.56,4444210,98.76,18813,988.42
bfs,true,1632.78,4428509,98.41,18813,1509.91
dfs,true,568.62,1939115,43.09,18813,554.49
wallFollower,true,991.33,5139541,114.21,18813,1562.04
dijkstra,false,2219.33,4552116,98.81,15810,1046.94
astar,false,1986.28,4582981,99.48,15810,1008.18
bfs,false,1597.96,4552116,98.81,15810,1678.68
dfs,false,667.51,2092521,45.42,33423,1017.93
wallFollower,false,1012.05,4832245,104.89,350288,1516.17
