Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3554.47,7070240,97.93,24526,1641.74
astar,true,3229.89,7101732,98.36,24526,1662.46
bfs,true,2617.06,7070243,97.93,24526,2070.84
dfs,true,1072.50,3794123,52.55,24526,1708.92
wallFollower,true,1436.17,6875884,95.23,24526,2170.96
dijkstra,false,3802.72,7301449,98.78,19196,1711.66
astar,false,3271.47,7354318,99.50,19196,1859.59
bfs,false,2580.40,7301447,98.78,19196,2426.35
dfs,false,1145.10,3685999,49.87,60847,1935.55
wallFollower,false,1532.52,6421745,86.88,567340,2392.78
