Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,167.70,438595,97.20,5060,240.42
astar,true,170.07,441732,97.89,5060,234.06
bfs,true,149.57,438602,97.20,5060,210.72
dfs,true,69.05,251546,55.74,5060,129.41
wallFollower,true,82.05,404086,89.55,5060,158.11
dijkstra,false,176.07,451822,97.82,3987,203.00
astar,false,182.35,456156,98.75,3987,165.52
bfs,false,155.40,451824,97.82,3987,208.23
dfs,false,79.44,257215,55.68,8153,134.49
wallFollower,false,114.31,535197,115.87,37973,203.50
