Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1.690,3006,60.13,457,1759218604443.43
astar,true,2.604,4481,89.64,457,2.07
bfs,true,1.075,4309,86.20,457,1759218604444.02
dfs,true,0.571,2375,47.51,457,1759218604442.75
wallFollower,true,0.882,5545,110.92,457,2.05
dijkstra,false,1.884,3178,62.13,518,7036874417767.66
astar,false,2.872,4624,90.40,370,5277655813325.16
bfs,false,1.126,4454,87.07,370,7036874417767.84
dfs,false,0.631,2691,52.59,698,7036874417767.00
wallFollower,false,0.913,5080,99.34,752,3518437208884.50
