Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,387.99,898315,98.58,7857,250.99
astar,true,387.33,901429,98.92,7857,254.27
bfs,true,326.89,898317,98.58,7857,296.93
dfs,true,120.80,411030,45.11,7857,155.15
wallFollower,true,203.06,1006156,110.42,7857,261.91
dijkstra,false,374.06,918185,98.43,5983,223.24
astar,false,365.19,925829,99.25,5983,199.12
bfs,false,311.05,918187,98.43,5983,326.31
dfs,false,144.77,469850,50.37,12575,174.99
wallFollower,false,193.86,872786,93.56,71941,243.25
