Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,5080.60,9961996,98.39,29703,4137.75
astar,true,4508.56,9992724,98.69,29703,3766.02
bfs,true,3666.79,9962002,98.39,29703,3678.39
dfs,true,1565.17,5105667,50.43,29703,2443.95
wallFollower,true,2167.35,10066325,99.42,29703,3043.33
dijkstra,false,5677.01,10254820,98.93,24343,2687.84
astar,false,4795.55,10324674,99.60,24343,2485.67
bfs,false,3773.17,10254834,98.93,24343,3988.46
dfs,false,1636.84,4878298,47.06,110116,2294.50
wallFollower,false,2424.40,10347147,99.82,765653,2625.64
