Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,509.66,1172558,97.61,8502,386.19
astar,true,496.67,1180763,98.29,8502,378.16
bfs,true,416.17,1172567,97.61,8502,351.68
dfs,true,161.44,548527,45.66,8502,221.13
wallFollower,true,269.37,1313836,109.37,8502,323.47
dijkstra,false,524.14,1209050,98.32,7056,471.18
astar,false,504.76,1219933,99.20,7056,438.90
bfs,false,430.40,1209054,98.32,7056,361.17
dfs,false,180.26,501225,40.76,17194,276.16
wallFollower,false,318.02,1455843,118.38,89225,373.99
