Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,430.25,1027537,97.74,8303,597.98
astar,true,424.08,1032803,98.25,8303,595.43
bfs,true,366.53,1027538,97.74,8303,516.94
dfs,true,118.85,353055,33.58,8303,292.75
wallFollower,true,285.71,1402634,133.43,8303,377.62
dijkstra,false,430.62,1049864,97.55,6346,432.51
astar,false,414.52,1062843,98.75,6346,461.89
bfs,false,351.14,1049864,97.55,6346,481.46
dfs,false,170.17,527372,49.00,14937,276.08
wallFollower,false,277.64,1231895,114.46,80794,381.00
