Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2875.99,5833666,98.02,21664,1958.01
astar,true,2642.57,5858380,98.44,21664,2027.21
bfs,true,2172.68,5833675,98.02,21664,2426.30
dfs,true,816.60,2662867,44.74,21664,1333.48
wallFollower,true,1359.18,6597400,110.86,21664,1579.05
dijkstra,false,3036.17,5993726,98.37,16944,2163.34
astar,false,2682.39,6041095,99.15,16944,2005.24
bfs,false,2176.48,5993731,98.37,16944,2120.20
dfs,false,1122.68,3543456,58.16,59145,1947.99
wallFollower,false,1528.87,6741039,110.64,449785,2037.40
