Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2173.15,4570640,98.27,19237,1673.24
astar,true,2010.06,4587478,98.63,19237,1568.00
bfs,true,1698.23,4570644,98.27,19237,1510.41
dfs,true,718.44,2426372,52.17,19237,1106.92
wallFollower,true,945.62,4468809,96.08,19237,1168.36
dijkstra,false,2250.78,4688788,98.46,14820,1518.49
astar,false,1956.19,4723014,99.18,14820,1900.82
bfs,false,1619.62,4688786,98.46,14820,1606.81
dfs,false,622.43,1879890,39.48,54707,1277.34
wallFollower,false,1029.04,4657637,97.81,356779,1683.89
