Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,95.53,274168,97.48,4149,122.25
astar,true,98.64,276668,98.37,4149,123.40
bfs,true,85.95,274165,97.48,4149,109.49
dfs,true,52.72,189598,67.41,4149,85.68
wallFollower,true,40.14,187332,66.61,4149,106.37
dijkstra,false,100.50,282569,98.15,3303,95.82
astar,false,107.06,285822,99.28,3303,119.66
bfs,false,89.52,282572,98.15,3303,98.55
dfs,false,40.45,122132,42.42,7469,66.80
wallFollower,false,65.99,294563,102.31,23755,94.42
