Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,38.37,121044,96.84,2652,60.71
astar,true,43.84,122487,97.99,2652,66.91
bfs,true,38.42,121047,96.84,2652,57.31
dfs,true,12.50,50595,40.48,2652,36.62
wallFollower,true,28.14,150988,120.79,2652,47.14
dijkstra,false,38.73,124623,97.39,2105,37.61
astar,false,43.14,126149,98.58,2105,35.12
bfs,false,36.24,124621,97.38,2105,25.50
dfs,false,17.17,62621,48.94,4213,26.55
wallFollower,false,21.78,104918,81.98,10740,30.09
