Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,83.63,239286,97.67,3817,97.19
astar,true,89.81,241054,98.39,3817,86.49
bfs,true,76.75,239284,97.67,3817,83.71
dfs,true,39.41,143724,58.66,3817,51.28
wallFollower,true,43.75,206008,84.09,3817,80.52
dijkstra,false,83.62,246606,98.32,2945,117.98
astar,false,90.30,249146,99.33,2945,115.20
bfs,false,76.46,246610,98.32,2945,116.40
dfs,false,40.75,133835,53.36,6468,74.49
wallFollower,false,52.30,237202,94.57,20596,111.46
