Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,245.46,593122,98.04,5885,145.22
astar,true,242.82,596723,98.63,5885,135.51
bfs,true,203.76,593130,98.04,5885,209.76
dfs,true,66.48,222518,36.78,5885,109.97
wallFollower,true,145.62,770781,127.40,5885,164.14
dijkstra,false,222.19,612248,98.85,5064,272.30
astar,false,224.17,617169,99.65,5064,266.27
bfs,false,188.06,612253,98.86,5064,221.17
dfs,false,76.15,249648,40.31,10696,131.51
wallFollower,false,118.37,526918,85.08,45541,168.00
