Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4781.90,9272769,98.01,27871,3294.60
astar,true,4288.67,9309669,98.40,27871,2949.30
bfs,true,3453.84,9272768,98.01,27871,3888.20
dfs,true,1433.25,5014875,53.00,27871,1611.61
wallFollower,true,1873.14,8919656,94.28,27871,3218.35
dijkstra,false,5014.39,9551591,98.61,23095,2862.93
astar,false,4171.18,9619944,99.31,23095,2674.86
bfs,false,3314.18,9551600,98.61,23095,3429.33
dfs,false,1137.07,3230576,33.35,57622,1390.30
wallFollower,false,2193.93,10085798,104.12,721127,3402.63
