Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,540.29,1258070,98.29,9463,378.07
astar,true,518.41,1262880,98.66,9463,372.49
bfs,true,444.64,1258074,98.29,9463,410.89
dfs,true,210.97,712131,55.64,9463,253.98
wallFollower,true,235.37,1145176,89.47,9463,383.65
dijkstra,false,552.41,1287114,98.22,7005,348.96
astar,false,527.38,1298556,99.10,7005,305.24
bfs,false,440.06,1287114,98.22,7005,513.09
dfs,false,226.07,714211,54.50,16234,330.73
wallFollower,false,314.93,1347969,102.87,102024,374.45
