Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2989.92,6033934,98.51,22300,2114.28
astar,true,2685.22,6052092,98.81,22300,1886.60
bfs,true,2246.67,6033930,98.51,22300,1817.48
dfs,true,792.52,2751898,44.93,22300,1815.62
wallFollower,true,1351.84,6768018,110.50,22300,2289.77
dijkstra,false,3097.18,6191038,98.73,18552,1934.47
astar,false,2655.66,6236028,99.45,18552,1775.25
bfs,false,2146.54,6191044,98.73,18552,2050.05
dfs,false,815.06,2401348,38.30,61550,1497.28
wallFollower,false,1439.40,6740627,107.50,469520,2335.51
