Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,6693.241,2633315,53.08,20437,3957.85
astar,true,12645.963,4844750,97.65,20437,2472.68
bfs,true,5910.954,4870320,98.17,20437,3361.90
dfs,true,3240.118,2801037,56.46,20437,2300.93
wallFollower,true,3897.808,4338210,87.44,20437,2591.23
dijkstra,false,7360.964,2600885,51.21,30723,3196.74
astar,false,16237.352,4993103,98.31,16773,2712.33
bfs,false,6266.420,5007817,98.60,16773,4087.76
dfs,false,2790.716,2344942,46.17,75575,1852.39
wallFollower,false,4803.653,5121121,100.83,359097,2931.40
