Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3604.124,1390422,48.28,14677,1785.49
astar,true,7746.509,2799272,97.20,14677,1689.81
bfs,true,3690.157,2819223,97.89,14677,2391.44
dfs,true,1704.733,1335268,46.36,14677,1158.59
wallFollower,true,3067.287,3103303,107.75,14677,1575.45
dijkstra,false,4520.357,1668662,56.60,19945,2257.61
astar,false,9511.293,2890525,98.04,11993,2029.85
bfs,false,3866.632,2904144,98.50,11993,2079.14
dfs,false,2261.627,1759708,59.68,39775,2110.97
wallFollower,false,3843.676,3655046,123.97,201763,2504.04
