Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,5005.722,1822190,58.31,15019,1877.39
astar,true,8672.293,3023682,96.76,15019,1448.42
bfs,true,3874.823,3048891,97.56,15019,2487.10
dfs,true,2084.239,1727229,55.27,15019,1448.93
wallFollower,true,2783.268,2808108,89.86,15019,1752.06
dijkstra,false,4287.139,1551348,48.49,21448,1761.59
astar,false,9951.742,3116494,97.41,11397,1747.00
bfs,false,3885.313,3138527,98.10,11397,1807.57
dfs,false,1139.391,852910,26.66,26030,1225.68
wallFollower,false,2882.250,2861114,89.43,252681,1830.17
