Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2433.317,900740,55.60,10489,1304.81
astar,true,4586.478,1581272,97.61,10489,898.99
bfs,true,2044.512,1592149,98.28,10489,1460.70
dfs,true,1069.075,852104,52.60,10489,863.26
wallFollower,true,1564.244,1546088,95.44,10489,1106.00
dijkstra,false,2430.235,905469,54.60,15471,1148.32
astar,false,4979.861,1629812,98.27,8868,895.07
bfs,false,2119.664,1636399,98.67,8868,1391.03
dfs,false,853.069,711206,42.88,15080,912.81
wallFollower,false,1507.986,1500905,90.50,121905,1089.89
