Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3825.787,1558159,42.75,16447,2408.18
astar,true,9863.253,3554510,97.52,16447,1726.71
bfs,true,4531.021,3576696,98.13,16447,1410.68
dfs,true,2479.906,2018720,55.38,16447,2472.82
wallFollower,true,3070.696,3268306,89.67,16447,1636.62
dijkstra,false,4456.972,1635152,43.82,24933,2236.86
astar,false,12068.469,3659390,98.06,13509,3174.18
bfs,false,4691.445,3674153,98.46,13509,2050.24
dfs,false,2341.950,1822966,48.85,36752,1606.68
wallFollower,false,3778.559,3852452,103.24,274204,2307.76
