Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2752.423,1115821,65.21,11630,1218.60
astar,true,4836.537,1679994,98.17,11630,918.79
bfs,true,2237.702,1688865,98.69,11630,1080.82
dfs,true,1098.571,875953,51.19,11630,1097.48
wallFollower,true,1644.893,1681972,98.29,11630,1088.54
dijkstra,false,2558.966,915709,52.27,14668,1315.93
astar,false,5500.356,1717707,98.05,8442,967.52
bfs,false,2346.420,1726978,98.58,8442,1188.14
dfs,false,686.686,546166,31.18,20130,738.04
wallFollower,false,1887.340,1946639,111.11,127880,1266.90
