Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3009.337,1145781,41.50,14467,1789.11
astar,true,7400.181,2692211,97.50,14467,1181.57
bfs,true,3453.489,2707628,98.06,14467,1770.28
dfs,true,1682.648,1453180,52.63,14467,1134.27
wallFollower,true,2585.923,2629954,95.25,14467,1859.71
dijkstra,false,5887.188,2113341,74.76,20751,1470.54
astar,false,9155.197,2762267,97.71,11391,1610.56
bfs,false,3665.090,2775929,98.20,11391,2085.34
dfs,false,1459.259,1162809,41.13,34228,1531.94
wallFollower,false,3377.005,3340740,118.18,201306,2135.12
