Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3747.910,1347824,50.96,14477,1732.69
astar,true,7858.009,2611177,98.72,14477,1523.75
bfs,true,3661.681,2619065,99.02,14477,2026.37
dfs,true,1775.992,1417701,53.60,14477,1245.83
wallFollower,true,2492.302,2468995,93.35,14477,1667.02
dijkstra,false,5152.375,1747858,64.55,18651,2188.87
astar,false,9100.303,2665765,98.45,11420,1413.43
bfs,false,3616.142,2674565,98.77,11420,2127.18
dfs,false,1658.168,1254974,46.35,31177,940.18
wallFollower,false,3352.873,3306002,122.09,198626,1901.14
