Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4756.166,1817064,60.54,15051,2336.13
astar,true,8303.717,2947243,98.20,15051,1424.52
bfs,true,3937.568,2964020,98.76,15051,2047.34
dfs,true,1981.642,1548293,51.59,15051,1637.74
wallFollower,true,2945.688,2920551,97.31,15051,1694.62
dijkstra,false,5099.401,1850056,60.21,21282,1711.13
astar,false,9841.279,3028415,98.57,12550,1630.78
bfs,false,3906.672,3040103,98.95,12550,2824.30
dfs,false,1415.066,1074056,34.96,30051,1242.72
wallFollower,false,3714.172,3621996,117.89,234447,1854.15
