Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1326.190,522968,43.54,8765,893.38
astar,true,3314.599,1149872,95.72,8765,504.15
bfs,true,1509.312,1169147,97.33,8765,1018.76
dfs,true,652.522,544315,45.31,8765,585.35
wallFollower,true,1310.283,1320957,109.97,8765,804.39
dijkstra,false,1717.239,672062,54.65,12045,831.00
astar,false,3702.534,1196372,97.28,6786,645.66
bfs,false,1572.641,1207308,98.17,6786,969.33
dfs,false,757.732,590942,48.05,15979,478.50
wallFollower,false,1381.711,1390223,113.05,97095,734.64
