Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1548.496,615477,45.21,9634,962.41
astar,true,3814.116,1329957,97.70,9634,857.85
bfs,true,1756.822,1338808,98.35,9634,859.15
dfs,true,878.611,698755,51.33,9634,703.64
wallFollower,true,1306.865,1334253,98.02,9634,843.62
dijkstra,false,2781.434,1079229,77.44,11352,1184.00
astar,false,4160.254,1370863,98.37,7945,843.42
bfs,false,1704.452,1376622,98.78,7945,778.18
dfs,false,605.043,477784,34.28,20055,527.54
wallFollower,false,1453.503,1479631,106.17,111639,1019.68
