Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2368.184,860194,56.18,10094,908.89
astar,true,4421.846,1485077,96.98,10094,1215.84
bfs,true,2006.636,1498967,97.89,10094,1246.75
dfs,true,1100.456,824645,53.85,10094,647.85
wallFollower,true,1455.697,1422853,92.92,10094,741.28
dijkstra,false,2738.498,963228,61.44,16571,970.70
astar,false,4907.340,1538806,98.16,8203,687.20
bfs,false,1995.060,1547921,98.74,8203,1157.78
dfs,false,798.077,643639,41.06,19761,737.93
wallFollower,false,1330.844,1232538,78.62,119071,1036.51
