Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3396.629,1257712,35.82,16278,2324.81
astar,true,9604.364,3401292,96.87,16278,1745.49
bfs,true,4529.120,3428912,97.66,16278,1756.58
dfs,true,2235.566,1755457,50.00,16278,1791.92
wallFollower,true,3455.680,3527559,100.46,16278,1967.30
dijkstra,false,5838.652,2087710,58.08,20654,1696.20
astar,false,12023.297,3527354,98.12,12824,1946.63
bfs,false,4742.413,3542396,98.54,12824,2479.12
dfs,false,2441.940,1880509,52.31,34954,2116.14
wallFollower,false,4308.049,4258251,118.46,278519,2772.29
