Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1934.51,2257561,97.68,12839,790.77
astar,true,1813.54,2269464,98.19,12839,717.75
bfs,true,1366.89,2257568,97.68,12839,646.14
dfs,true,624.54,1148548,49.69,12839,581.41
wallFollower,true,921.99,2337348,101.13,12839,691.52
dijkstra,false,2001.65,2337362,98.79,10446,588.24
astar,false,1698.44,2355168,99.54,10446,539.62
bfs,false,1279.17,2337363,98.79,10446,549.82
dfs,false,772.95,1613841,68.21,31786,467.10
wallFollower,false,970.59,2537928,107.26,179349,495.77
