Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,27.99,29183,93.39,1259,11.22
astar,true,31.27,30250,96.80,1259,11.65
bfs,true,23.76,29183,93.39,1259,10.52
dfs,true,12.53,17136,54.84,1259,7.46
wallFollower,true,17.77,29417,94.14,1259,9.18
dijkstra,false,30.35,30860,96.49,1106,10.57
astar,false,31.67,31286,97.82,1106,10.31
bfs,false,24.96,30861,96.49,1106,8.54
dfs,false,11.02,13695,42.81,1774,5.88
wallFollower,false,21.65,36565,114.32,3246,7.67
