Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1405.62,1778758,98.55,11640,737.72
astar,true,1324.25,1784952,98.89,11640,690.37
bfs,true,1015.08,1778759,98.55,11640,621.22
dfs,true,494.47,1002026,55.51,11640,557.40
wallFollower,true,625.93,1617420,89.61,11640,652.48
dijkstra,false,1509.58,1825352,98.78,9650,824.46
astar,false,1324.22,1838583,99.49,9650,808.92
bfs,false,936.26,1825356,98.78,9650,599.38
dfs,false,387.31,787808,42.63,30411,489.12
wallFollower,false,746.10,2149770,116.33,134846,693.55
