Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,576.98,768517,98.37,7463,288.79
astar,true,583.50,772292,98.85,7463,285.71
bfs,true,459.49,768522,98.37,7463,255.87
dfs,true,208.47,360744,46.18,7463,203.99
wallFollower,true,363.78,848264,108.58,7463,229.25
dijkstra,false,595.31,789814,98.75,6045,273.56
astar,false,569.65,795276,99.44,6045,259.57
bfs,false,434.18,789815,98.75,6045,255.22
dfs,false,223.25,403334,50.43,15335,190.40
wallFollower,false,333.35,809646,101.23,61799,177.62
