Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2213.57,2721502,98.56,14501,1388.76
astar,true,2015.06,2730328,98.88,14501,1385.19
bfs,true,1538.18,2721502,98.56,14501,1068.97
dfs,true,534.81,1105744,40.05,14501,572.51
wallFollower,true,1271.37,3324405,120.39,14501,1226.91
dijkstra,false,2398.28,2789173,98.67,11794,1259.39
astar,false,2061.76,2809548,99.39,11794,1151.55
bfs,false,1538.63,2789171,98.67,11794,1067.15
dfs,false,895.06,1815749,64.23,27421,790.38
wallFollower,false,1127.49,2954525,104.52,218196,898.61
