Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2693.73,3197544,98.35,15764,873.40
astar,true,2373.76,3210474,98.75,15764,865.83
bfs,true,1784.31,3197550,98.35,15764,776.86
dfs,true,747.15,1492533,45.91,15764,803.31
wallFollower,true,1303.32,3533124,108.67,15764,973.47
dijkstra,false,2946.11,3279111,98.51,12371,1474.85
astar,false,2433.37,3305498,99.31,12371,1377.45
bfs,false,1805.58,3279118,98.51,12371,1105.48
dfs,false,895.61,1635425,49.13,27377,776.07
wallFollower,false,1419.94,3492172,104.92,252208,1240.31
