Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3055.52,3562969,97.75,16343,1511.33
astar,true,2706.73,3578625,98.18,16343,1482.93
bfs,true,2051.82,3562962,97.75,16343,1162.18
dfs,true,956.91,1816392,49.83,16343,851.91
wallFollower,true,1481.17,3673423,100.78,16343,1228.82
dijkstra,false,3465.16,3667679,98.28,13078,1083.22
astar,false,2801.99,3697905,99.09,13078,1033.63
bfs,false,2091.99,3667677,98.28,13078,1058.66
dfs,false,750.75,1428870,38.29,34655,626.93
wallFollower,false,1660.40,4246598,113.80,276962,1024.61
