Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4788.60,5170284,97.90,20109,1196.11
astar,true,4207.36,5192699,98.32,20109,1377.58
bfs,true,3132.42,5170297,97.90,20109,1528.85
dfs,true,1385.84,2604013,49.31,20109,535.14
wallFollower,true,2297.21,5374057,101.76,20109,1266.84
dijkstra,false,5451.10,5340710,98.78,16771,2178.86
astar,false,4333.16,5376993,99.45,16771,2094.70
bfs,false,3329.48,5340714,98.78,16771,2114.05
dfs,false,1387.45,2633199,48.70,57495,1133.84
wallFollower,false,2773.10,6582277,121.74,377554,1975.58
