Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,448.22,594194,98.21,5981,191.80
astar,true,448.58,597502,98.76,5981,182.39
bfs,true,349.56,594193,98.21,5981,184.80
dfs,true,165.19,277430,45.86,5981,131.28
wallFollower,true,269.61,660720,109.21,5981,201.25
dijkstra,false,491.56,608560,98.25,4894,259.28
astar,false,473.60,614315,99.18,4894,243.09
bfs,false,355.11,608559,98.25,4894,186.27
dfs,false,181.88,338010,54.57,11472,161.49
wallFollower,false,314.78,738522,119.24,47629,206.82
