Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,6261.37,6725821,98.26,23838,2838.89
astar,true,5080.85,6749049,98.60,23838,2700.15
bfs,true,3695.83,6725819,98.26,23838,1915.03
dfs,true,1536.91,3446776,50.35,23838,1508.01
wallFollower,true,2340.00,6820186,99.64,23838,2019.22
dijkstra,false,7158.23,6917755,98.71,19224,2851.43
astar,false,5350.28,6967285,99.42,19224,2632.67
bfs,false,4060.10,6917754,98.71,19224,2124.02
dfs,false,1558.83,3053023,43.57,69798,1570.54
wallFollower,false,2517.45,6129717,87.47,494427,2273.68
