Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2846.74,3319065,98.20,15819,1909.28
astar,true,2571.65,3329861,98.52,15819,1830.68
bfs,true,1901.83,3319066,98.20,15819,1464.58
dfs,true,811.25,1611143,47.67,15819,1081.72
wallFollower,true,1333.60,3551216,105.07,15819,1255.88
dijkstra,false,3084.65,3404985,98.40,12692,809.10
astar,false,2572.72,3432894,99.20,12692,784.67
bfs,false,1921.14,3404989,98.40,12692,1050.35
dfs,false,826.43,1602200,46.30,36946,515.40
wallFollower,false,1465.50,3960667,114.46,255350,859.64
