Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4531.74,5030633,98.25,20007,2141.37
astar,true,3792.18,5053655,98.70,20007,1983.49
bfs,true,2839.27,5030645,98.25,20007,1500.18
dfs,true,1218.48,2236582,43.68,20007,904.38
wallFollower,true,2194.40,5786503,113.02,20007,1820.77
dijkstra,false,5129.80,5177673,98.78,17057,2705.30
astar,false,4029.24,5213521,99.46,17057,2691.58
bfs,false,3007.06,5177677,98.78,17057,2267.19
dfs,false,1759.52,3379626,64.48,49087,1287.96
wallFollower,false,2352.34,5422812,103.46,375008,2086.88
