Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3194.64,3713944,98.22,17452,1338.05
astar,true,2794.90,3724664,98.50,17452,1270.43
bfs,true,2155.61,3713945,98.22,17452,968.89
dfs,true,899.76,1820190,48.14,17452,506.90
wallFollower,true,1481.54,3938450,104.16,17452,1149.25
dijkstra,false,3569.92,3811367,98.46,13757,1505.76
astar,false,2877.37,3840045,99.20,13757,1489.06
bfs,false,2171.40,3811369,98.46,13757,1548.44
dfs,false,975.04,1769596,45.71,35920,933.67
wallFollower,false,1581.35,3860530,99.73,281019,1434.30
