Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,6907.665,2931323,61.01,19690,2958.83
astar,true,13309.682,4700631,97.83,19690,2216.88
bfs,true,5969.129,4724654,98.33,19690,2763.30
dfs,true,3812.006,2931258,61.00,19690,3211.54
wallFollower,true,3909.156,3765945,78.38,19690,2302.62
dijkstra,false,6773.824,2682909,54.54,24366,2297.89
astar,false,15151.385,4846618,98.52,15440,2515.29
bfs,false,5902.789,4864644,98.89,15440,4106.77
dfs,false,2205.554,1716115,34.89,42658,2514.94
wallFollower,false,5336.182,5045236,102.56,373229,2561.35
