Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2583.656,1113005,40.31,14381,1107.40
astar,true,7390.370,2695625,97.62,14381,1113.99
bfs,true,3486.321,2713364,98.27,14381,2089.97
dfs,true,1844.399,1419719,51.42,14381,1691.12
wallFollower,true,2843.833,2695962,97.64,14381,1738.64
dijkstra,false,4014.185,1613281,57.07,18704,1447.14
astar,false,8785.084,2772470,98.08,11423,1561.50
bfs,false,3549.260,2785111,98.52,11423,1898.91
dfs,false,1548.877,1204793,42.62,29749,1017.02
wallFollower,false,2871.626,2716269,96.09,197947,1782.87
