Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3055.116,1302144,53.81,13593,1708.41
astar,true,6631.468,2375312,98.15,13593,1174.93
bfs,true,3035.974,2387001,98.64,13593,1267.31
dfs,true,1355.605,1038977,42.93,13593,1429.92
wallFollower,true,2897.991,2775588,114.69,13593,1537.43
dijkstra,false,4373.284,1709982,69.02,16925,1855.69
astar,false,7594.018,2425749,97.92,10159,1190.73
bfs,false,2988.192,2440088,98.49,10159,2011.61
dfs,false,1479.389,1136266,45.87,21977,1170.57
wallFollower,false,2554.220,2344757,94.65,184803,1896.01
