Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2779.828,1141713,43.16,14186,1510.31
astar,true,7079.159,2581117,97.58,14186,1804.00
bfs,true,3348.347,2596278,98.16,14186,1942.56
dfs,true,1877.359,1455053,55.01,14186,1392.09
wallFollower,true,2481.905,2392601,90.46,14186,1718.70
dijkstra,false,2684.041,1035556,38.24,21296,1376.21
astar,false,8518.060,2643493,97.62,11061,1297.53
bfs,false,3484.369,2658218,98.16,11061,2099.46
dfs,false,1578.996,1249908,46.16,36101,1444.79
wallFollower,false,2943.842,2744656,101.36,204850,1693.67
