Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,391.173,181455,40.21,5057,313.16
astar,true,1029.292,434423,96.27,5057,250.55
bfs,true,522.116,441545,97.85,5057,322.66
dfs,true,256.890,235880,52.27,5057,249.83
wallFollower,true,392.829,435356,96.48,5057,340.93
dijkstra,false,633.522,255467,55.30,6975,269.49
astar,false,1444.398,447911,96.96,4106,348.94
bfs,false,589.664,453585,98.19,4106,372.47
dfs,false,250.439,209234,45.29,9081,254.29
wallFollower,false,497.953,497580,107.71,38655,324.01
