Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4221.760,1863313,55.13,16023,2607.62
astar,true,8508.700,3293435,97.44,16023,1620.80
bfs,true,4062.298,3312084,97.99,16023,2030.25
dfs,true,2221.345,1899217,56.19,16023,1599.79
wallFollower,true,2949.352,2976633,88.07,16023,2715.89
dijkstra,false,4927.535,2051741,59.29,20469,2266.48
astar,false,10256.499,3398360,98.21,12895,2509.82
bfs,false,4274.109,3412170,98.61,12895,2903.96
dfs,false,1571.863,1307724,37.79,36873,1613.59
wallFollower,false,3853.621,4108949,118.74,251848,1704.34
