Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1309.698,747167,41.39,11132,1043.06
astar,true,3607.414,1753806,97.16,11132,785.16
bfs,true,1572.486,1765830,97.83,11132,1342.43
dfs,true,550.368,771305,42.73,11132,1033.78
wallFollower,true,1202.549,2077369,115.09,11132,1393.96
dijkstra,false,2435.533,1015058,54.93,14686,1416.96
astar,false,6579.453,1813554,98.14,9352,1440.36
bfs,false,2061.856,1823686,98.69,9352,2098.96
dfs,false,862.890,1089624,58.96,24468,1264.16
wallFollower,false,930.104,1513259,81.89,140050,1515.93
