Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1860.398,1020102,62.97,10519,1318.12
astar,true,3415.604,1572296,97.06,10519,495.10
bfs,true,1505.229,1586509,97.93,10519,1147.56
dfs,true,791.045,906812,55.98,10519,1171.43
wallFollower,true,926.955,1436087,88.65,10519,1325.55
dijkstra,false,1580.134,662795,39.97,17031,1198.16
astar,false,5753.255,1625446,98.01,9290,1270.24
bfs,false,1688.390,1634066,98.53,9290,1590.21
dfs,false,681.658,815564,49.18,21673,937.38
wallFollower,false,1396.903,2023457,122.01,126252,1527.11
