Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2332.772,1401045,57.89,13208,1612.48
astar,true,4753.949,2368717,97.88,13208,530.35
bfs,true,1983.943,2384298,98.52,13208,1818.05
dfs,true,682.393,1032998,42.69,13208,1166.38
wallFollower,true,1454.161,2785885,115.12,13208,1782.39
dijkstra,false,4557.710,1713896,69.18,17624,1816.83
astar,false,9223.680,2433382,98.22,10595,1731.20
bfs,false,2850.412,2442873,98.60,10595,3147.43
dfs,false,1063.414,1489458,60.12,30969,2008.49
wallFollower,false,1674.263,2497100,100.79,185780,2240.35
