Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1295.161,698262,45.60,10294,1133.25
astar,true,3048.448,1485348,97.00,10294,863.70
bfs,true,1314.788,1500085,97.96,10294,1204.65
dfs,true,479.450,623815,40.74,10294,905.65
wallFollower,true,1067.432,1824918,119.18,10294,1351.26
dijkstra,false,2473.439,954974,60.92,15474,1277.21
astar,false,6004.169,1540374,98.26,8553,1156.96
bfs,false,1860.047,1547179,98.70,8553,1771.01
dfs,false,774.536,924710,58.99,19488,1183.15
wallFollower,false,1154.563,1597179,101.89,111429,1385.26
