Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3724.069,1319905,69.42,11508,1245.11
astar,true,5845.499,1856199,97.63,11508,558.51
bfs,true,2412.549,1871191,98.42,11508,1082.47
dfs,true,1430.664,1188741,62.52,11508,1134.82
wallFollower,true,1429.300,1436398,75.55,11508,1113.57
dijkstra,false,2737.866,962110,49.43,16231,1076.09
astar,false,6437.962,1906767,97.97,9431,1154.38
bfs,false,2503.195,1914725,98.37,9431,1730.49
dfs,false,1429.749,1138166,58.48,31306,1135.34
wallFollower,false,2213.164,2172766,111.63,145943,1429.33
