Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,4664.873,1831729,54.19,16045,2646.63
astar,true,9249.144,3295991,97.51,16045,1794.04
bfs,true,4191.819,3317888,98.16,16045,1818.67
dfs,true,2117.970,1732906,51.27,16045,1698.70
wallFollower,true,3178.878,3309302,97.91,16045,2374.81
dijkstra,false,7249.231,2589278,74.83,24403,2396.26
astar,false,11548.820,3408793,98.51,12683,2423.04
bfs,false,4594.999,3421962,98.89,12683,2289.56
dfs,false,2097.709,1578347,45.61,29933,1786.47
wallFollower,false,3655.805,3511113,101.47,267706,2558.80
