Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,3368.856,1257876,59.86,12409,1533.70
astar,true,6083.266,2047459,97.44,12409,1295.54
bfs,true,2668.785,2062304,98.15,12409,1714.38
dfs,true,1175.127,931390,44.33,12409,1047.53
wallFollower,true,2258.975,2351355,111.90,12409,1660.18
dijkstra,false,3403.010,1167849,54.29,19500,1650.73
astar,false,7189.361,2104975,97.85,10029,1274.57
bfs,false,2884.037,2117570,98.44,10029,904.79
dfs,false,1512.113,1211998,56.34,28721,1174.19
wallFollower,false,1812.418,1732141,80.52,150692,1396.20
