Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,6300.692,2604957,66.45,17289,2593.84
astar,true,10484.305,3814643,97.31,17289,2297.79
bfs,true,4951.283,3846495,98.12,17289,2638.01
dfs,true,2611.773,2197436,56.06,17289,2033.70
wallFollower,true,3535.600,3461000,88.29,17289,2810.39
dijkstra,false,7220.144,2644714,65.90,26350,2261.67
astar,false,12945.987,3957619,98.62,14200,2167.99
bfs,false,5127.604,3969193,98.90,14200,3449.85
dfs,false,2312.210,1820298,45.36,31923,2122.20
wallFollower,false,4558.467,4482189,111.69,296890,2766.71
