Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1027.663,437142,47.97,7769,579.97
astar,true,2519.268,875884,96.12,7769,425.41
bfs,true,1138.104,888129,97.46,7769,576.76
dfs,true,508.340,464286,50.95,7769,539.72
wallFollower,true,869.637,901601,98.94,7769,600.14
dijkstra,false,1442.848,539397,57.82,10758,718.45
astar,false,3017.875,912717,97.83,6188,685.20
bfs,false,1145.596,918786,98.48,6188,738.27
dfs,false,518.979,410439,43.99,13970,553.11
wallFollower,false,1158.633,1147757,123.02,68257,744.01
