Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,1405.488,563578,66.70,7420,606.04
astar,true,2219.640,818791,96.90,7420,421.18
bfs,true,980.606,827682,97.95,7420,686.69
dfs,true,396.331,347406,41.11,7420,401.97
wallFollower,true,949.057,1001956,118.57,7420,522.58
dijkstra,false,1113.125,439532,50.81,10837,614.79
astar,false,2624.194,848562,98.09,6415,456.35
bfs,false,1132.708,853929,98.71,6415,792.76
dfs,false,469.489,388214,44.88,12002,453.87
wallFollower,false,995.387,1030139,119.08,65348,625.39
