Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2713.596,1029356,57.03,11470,1148.53
astar,true,5131.005,1762886,97.67,11470,1223.97
bfs,true,2279.342,1773622,98.26,11470,1286.07
dfs,true,1278.952,1014112,56.18,11470,931.02
wallFollower,true,1663.302,1590698,88.13,11470,1246.77
dijkstra,false,2733.664,970236,52.51,15571,1229.60
astar,false,5965.156,1809701,97.94,9150,1200.26
bfs,false,2329.682,1819664,98.48,9150,1399.13
dfs,false,1217.445,984401,53.27,24741,1076.38
wallFollower,false,1631.617,1591848,86.15,138737,1238.49
