Algorithm,SinglePath,Time [ms],VisitedNodes,VisitedPercentage [%],PathLength,MemoryUsed [MB]
dijkstra,true,2298.527,860670,43.03,11880,1057.85
astar,true,5536.560,1923255,96.16,11880,1436.60
bfs,true,2491.482,1947816,97.39,11880,1031.89
dfs,true,938.423,787619,39.38,11880,1007.36
wallFollower,true,2281.497,2436499,121.83,11880,1296.40
dijkstra,false,3105.605,1097510,53.60,15462,1354.52
astar,false,6628.551,2002456,97.80,9729,1069.96
bfs,false,2590.135,2013306,98.33,9729,1725.74
dfs,false,1523.439,1225249,59.84,20773,1092.96
wallFollower,false,1922.679,1877933,91.71,162780,1144.96
